,X,subject,trialN,subj_idx,response,rt,task,relativeValue,totalValue,memSlideScore,memChoiceScore,Left_sum,Right_sum,absRelativeValue,accuracy,arr_L,arr_R,N_L,N_R,L-R,|L-R|,trial_total,order,nValDiff,task2,value_type
5407,10770,pyend7a72,26,40,1,0.8373,experiment_FR,4,62,2,1,33,29,4,1,"[3, 7, 6, 7, 5, 5]","[5, 8, 6, 2, 4, 4]",4,5,-1,1,22,FR_VB,1,Accuracy-Based Reward,High-Value
5408,10771,pyend7a72,27,40,0,0.7679,experiment_FR,-7,65,2,1,29,36,7,1,"[7, 8, 5, 3, 3, 3]","[6, 8, 6, 8, 5, 3]",4,4,0,0,23,FR_VB,0,Accuracy-Based Reward,High-Value
5409,10772,pyend7a72,28,40,0,2.021,experiment_FR,-6,64,2,1,29,35,6,1,"[1, 3, 7, 2, 8, 8]","[4, 7, 5, 4, 7, 8]",5,4,1,1,24,FR_VB,1,Accuracy-Based Reward,High-Value
5410,10773,pyend7a72,29,40,0,1.9403,experiment_FR,-8,46,2,1,19,27,8,1,"[3, 1, 3, 6, 2, 4]","[7, 2, 5, 4, 7, 2]",5,4,1,1,25,FR_VB,1,Accuracy-Based Reward,Low-Value
5411,10774,pyend7a72,30,40,1,0.9054,experiment_FR,5,59,2,1,32,27,5,1,"[3, 8, 8, 3, 2, 8]","[8, 2, 7, 4, 3, 3]",3,5,-2,2,26,FR_VB,2,Accuracy-Based Reward,Middle-Value
5412,10775,pyend7a72,31,40,0,1.1351,experiment_FR,-4,62,2,1,29,33,4,1,"[6, 6, 5, 7, 4, 1]","[3, 6, 6, 3, 7, 8]",5,4,1,1,27,FR_VB,1,Accuracy-Based Reward,High-Value
5413,10776,pyend7a72,33,40,0,0.9203,experiment_FR,2,38,2,1,20,18,2,0,"[2, 2, 4, 5, 3, 4]","[8, 1, 1, 3, 2, 3]",4,4,0,0,28,FR_VB,0,Accuracy-Based Reward,Low-Value
5414,10777,pyend7a72,34,40,0,0.7077,experiment_FR,6,50,2,1,28,22,6,0,"[4, 4, 7, 3, 5, 5]","[7, 4, 3, 2, 3, 3]",4,4,0,0,29,FR_VB,0,Accuracy-Based Reward,Middle-Value
5415,10778,pyend7a72,35,40,0,0.9239,experiment_FR,-5,45,2,1,20,25,5,1,"[6, 5, 5, 1, 2, 1]","[3, 4, 5, 8, 1, 4]",4,5,-1,1,30,FR_VB,1,Accuracy-Based Reward,Low-Value
5416,10779,pyend7a72,36,40,0,0.7622,experiment_FR,-3,43,2,1,20,23,3,1,"[2, 6, 4, 2, 4, 2]","[1, 1, 4, 8, 7, 2]",3,5,-2,2,31,FR_VB,2,Accuracy-Based Reward,Low-Value
5417,10780,pyend7a72,37,40,1,1.2304,experiment_FR,-1,51,2,1,25,26,1,0,"[4, 2, 7, 3, 5, 4]","[4, 8, 2, 5, 1, 6]",5,6,-1,1,32,FR_VB,1,Accuracy-Based Reward,Middle-Value
5418,10781,pyend7a72,38,40,0,0.6447,experiment_FR,-9,63,2,1,27,36,9,1,"[7, 2, 8, 6, 2, 2]","[2, 6, 5, 7, 8, 8]",4,5,-1,1,33,FR_VB,1,Accuracy-Based Reward,High-Value
5419,10782,pyend7a72,39,40,1,0.6221,experiment_FR,11,57,2,1,34,23,11,1,"[8, 7, 1, 5, 7, 6]","[5, 7, 5, 2, 1, 3]",5,5,0,0,34,FR_VB,0,Accuracy-Based Reward,Middle-Value
5420,10783,pyend7a72,40,40,1,1.0032,experiment_FR,-4,58,2,1,27,31,4,0,"[5, 4, 6, 3, 3, 6]","[6, 4, 2, 7, 4, 8]",4,5,-1,1,35,FR_VB,1,Accuracy-Based Reward,Middle-Value
5421,10784,pyend7a72,41,40,0,0.6701,experiment_FR,0,58,2,1,29,29,0,0,"[8, 1, 6, 3, 4, 7]","[1, 6, 7, 7, 4, 4]",6,4,2,2,36,FR_VB,2,Accuracy-Based Reward,Middle-Value
5422,10785,pyend7a72,42,40,1,1.2272,experiment_FR,10,46,2,1,28,18,10,1,"[8, 5, 8, 3, 2, 2]","[1, 3, 5, 6, 1, 2]",4,5,-1,1,37,FR_VB,1,Accuracy-Based Reward,Low-Value
5423,10786,pyend7a72,43,40,1,0.8312,experiment_FR,9,49,2,1,29,20,9,1,"[1, 5, 2, 7, 8, 6]","[4, 1, 3, 6, 3, 3]",6,4,2,2,38,FR_VB,2,Accuracy-Based Reward,Middle-Value
5424,10787,pyend7a72,44,40,1,0.8542,experiment_FR,11,53,2,1,32,21,11,1,"[7, 8, 6, 2, 6, 3]","[8, 2, 5, 4, 1, 1]",5,5,0,0,39,FR_VB,0,Accuracy-Based Reward,Middle-Value
5425,10788,pyend7a72,45,40,1,0.7076,experiment_FR,13,55,2,1,34,21,13,1,"[4, 6, 8, 8, 4, 4]","[3, 5, 2, 3, 2, 6]",3,4,-1,1,40,FR_VB,1,Accuracy-Based Reward,Middle-Value
5426,10789,pyend7a72,46,40,1,1.6108,experiment_FR,13,47,2,1,30,17,13,1,"[6, 4, 7, 5, 2, 6]","[1, 4, 1, 2, 5, 4]",5,4,1,1,41,FR_VB,1,Accuracy-Based Reward,Low-Value
5427,10790,pyend7a72,47,40,0,0.7788,experiment_FR,-4,54,2,1,25,29,4,1,"[5, 3, 2, 6, 1, 8]","[6, 4, 1, 7, 6, 5]",6,5,1,1,42,FR_VB,1,Accuracy-Based Reward,Middle-Value
5428,10791,pyend7a72,48,40,0,1.6272,experiment_FR,5,55,2,1,30,25,5,0,"[6, 6, 1, 8, 6, 3]","[2, 3, 8, 6, 3, 3]",4,4,0,0,43,FR_VB,0,Accuracy-Based Reward,Middle-Value
5429,10792,pyend7a72,49,40,0,0.6862,experiment_FR,0,52,2,1,26,26,0,0,"[5, 4, 3, 2, 8, 4]","[8, 8, 1, 1, 6, 2]",5,4,1,1,44,FR_VB,1,Accuracy-Based Reward,Middle-Value
5430,10793,pyend7a72,50,40,1,0.8466,experiment_FR,6,44,2,1,25,19,6,1,"[1, 2, 7, 7, 1, 7]","[2, 3, 1, 8, 1, 4]",3,5,-2,2,45,FR_VB,2,Accuracy-Based Reward,Low-Value
5431,10794,pyend7a72,51,40,1,1.2138,experiment_FR,1,57,2,1,29,28,1,1,"[4, 4, 5, 8, 4, 4]","[7, 2, 3, 1, 7, 8]",3,5,-2,2,46,FR_VB,2,Accuracy-Based Reward,Middle-Value
5432,10795,pyend7a72,53,40,0,0.8591,experiment_FR,-3,65,2,1,31,34,3,1,"[6, 8, 5, 2, 2, 8]","[7, 6, 6, 7, 2, 6]",4,3,1,1,47,FR_VB,1,Accuracy-Based Reward,High-Value
5433,10796,pyend7a72,55,40,0,0.8724,experiment_FR,-5,55,2,1,25,30,5,1,"[6, 4, 8, 3, 2, 2]","[5, 8, 6, 4, 6, 1]",5,5,0,0,48,FR_VB,0,Accuracy-Based Reward,Middle-Value
5434,10797,pyend7a72,56,40,1,0.8424,experiment_FR,9,37,2,1,23,14,9,1,"[1, 8, 1, 1, 4, 8]","[1, 6, 2, 1, 3, 1]",3,4,-1,1,49,FR_VB,1,Accuracy-Based Reward,Low-Value
5435,10798,pyend7a72,57,40,0,0.6731,experiment_FR,-2,60,2,1,29,31,2,1,"[8, 5, 3, 6, 4, 3]","[3, 7, 6, 8, 4, 3]",5,5,0,0,50,FR_VB,0,Accuracy-Based Reward,High-Value
5436,10799,pyend7a72,58,40,0,0.5821,experiment_FR,-17,57,2,1,20,37,17,1,"[1, 3, 3, 8, 3, 2]","[7, 8, 7, 7, 7, 1]",4,3,1,1,51,FR_VB,1,Accuracy-Based Reward,Middle-Value
5437,10800,pyend7a72,59,40,0,1.0538,experiment_FR,-1,53,2,1,26,27,1,1,"[3, 3, 3, 7, 2, 8]","[2, 1, 6, 8, 4, 6]",4,5,-1,1,52,FR_VB,1,Accuracy-Based Reward,Middle-Value
5438,10801,pyend7a72,60,40,0,0.8108,experiment_FR,-8,52,2,1,22,30,8,1,"[5, 4, 1, 3, 7, 2]","[7, 6, 4, 1, 8, 4]",6,5,1,1,53,FR_VB,1,Accuracy-Based Reward,Middle-Value
5439,10802,pyend7a72,61,40,1,0.5482,experiment_FR,4,64,2,1,34,30,4,1,"[4, 8, 8, 6, 3, 5]","[5, 7, 1, 8, 7, 2]",5,5,0,0,54,FR_VB,0,Accuracy-Based Reward,High-Value
5440,10803,pyend7a72,62,40,1,0.5453,experiment_FR,13,49,2,1,31,18,13,1,"[7, 2, 8, 2, 4, 8]","[1, 1, 1, 3, 4, 8]",4,4,0,0,55,FR_VB,0,Accuracy-Based Reward,Middle-Value
5441,10804,pyend7a72,63,40,0,0.6718,experiment_FR,-8,54,2,1,23,31,8,1,"[1, 5, 7, 1, 1, 8]","[5, 4, 8, 8, 5, 1]",4,4,0,0,56,FR_VB,0,Accuracy-Based Reward,Middle-Value
5442,10805,pyend7a72,64,40,0,0.9494,experiment_FR,9,55,2,1,32,23,9,0,"[7, 8, 2, 1, 6, 8]","[6, 8, 4, 2, 1, 2]",5,5,0,0,57,FR_VB,0,Accuracy-Based Reward,Middle-Value
5443,10806,pyend7a72,65,40,0,0.6764,experiment_FR,-9,37,2,1,14,23,9,1,"[2, 1, 1, 4, 4, 2]","[3, 2, 3, 4, 8, 3]",3,4,-1,1,58,FR_VB,1,Accuracy-Based Reward,Low-Value
5444,10807,pyend7a72,66,40,0,0.5738,experiment_FR,-4,46,2,1,21,25,4,1,"[8, 4, 2, 3, 2, 2]","[7, 5, 8, 1, 2, 2]",4,5,-1,1,59,FR_VB,1,Accuracy-Based Reward,Low-Value
5445,10808,pyend7a72,67,40,0,0.6194,experiment_FR,-1,49,2,1,24,25,1,1,"[4, 7, 2, 3, 6, 2]","[6, 1, 5, 4, 6, 3]",5,5,0,0,60,FR_VB,0,Accuracy-Based Reward,Middle-Value
5446,10809,pyend7a72,68,40,1,1.2716,experiment_FR,-4,58,2,1,27,31,4,0,"[4, 1, 5, 4, 5, 8]","[6, 6, 2, 8, 4, 5]",4,5,-1,1,61,FR_VB,1,Accuracy-Based Reward,Middle-Value
5447,10810,pyend7a72,69,40,0,0.8797,experiment_FR,1,53,2,1,27,26,1,0,"[7, 8, 3, 3, 3, 3]","[1, 7, 5, 1, 6, 6]",3,4,-1,1,62,FR_VB,1,Accuracy-Based Reward,Middle-Value
5448,10811,pyend7a72,70,40,0,0.7168,experiment_FR,-6,60,2,1,27,33,6,1,"[8, 3, 1, 6, 1, 8]","[7, 6, 3, 8, 1, 8]",4,5,-1,1,63,FR_VB,1,Accuracy-Based Reward,High-Value
5449,10812,pyend7a72,71,40,1,0.8908,experiment_FR,3,65,2,1,34,31,3,1,"[2, 1, 7, 8, 8, 8]","[8, 6, 8, 3, 4, 2]",4,5,-1,1,64,FR_VB,1,Accuracy-Based Reward,High-Value
5450,10813,pyend7a72,72,40,0,0.77,experiment_FR,-7,43,2,1,18,25,7,1,"[5, 2, 1, 7, 2, 1]","[5, 5, 1, 2, 7, 5]",4,4,0,0,65,FR_VB,0,Accuracy-Based Reward,Low-Value
5451,10814,pyend7a72,73,40,1,0.7771,experiment_FR,11,59,2,1,35,24,11,1,"[5, 8, 8, 8, 3, 3]","[8, 5, 1, 5, 2, 3]",3,5,-2,2,66,FR_VB,2,Accuracy-Based Reward,Middle-Value
5452,10815,pyend7a72,74,40,0,0.8016,experiment_FR,-11,51,2,1,20,31,11,1,"[4, 1, 8, 1, 2, 4]","[3, 8, 6, 4, 4, 6]",4,4,0,0,67,FR_VB,0,Accuracy-Based Reward,Middle-Value
5453,10816,pyend7a72,75,40,0,0.7053,experiment_FR,-5,57,2,1,26,31,5,1,"[8, 8, 2, 3, 4, 1]","[7, 1, 7, 8, 5, 3]",5,5,0,0,68,FR_VB,0,Accuracy-Based Reward,Middle-Value
5454,10817,pyend7a72,76,40,1,1.4109,experiment_FR,10,60,2,1,35,25,10,1,"[6, 4, 2, 7, 8, 8]","[7, 3, 2, 7, 3, 3]",5,3,2,2,69,FR_VB,2,Accuracy-Based Reward,High-Value
5455,10818,pyend7a72,77,40,0,1.718,experiment_FR,-1,59,2,1,29,30,1,1,"[5, 7, 2, 5, 2, 8]","[3, 4, 8, 3, 8, 4]",4,3,1,1,70,FR_VB,1,Accuracy-Based Reward,Middle-Value
5456,10819,pyend7a72,78,40,0,0.6897,experiment_FR,-4,56,2,1,26,30,4,1,"[8, 6, 2, 3, 6, 1]","[7, 2, 2, 8, 7, 4]",5,4,1,1,71,FR_VB,1,Accuracy-Based Reward,Middle-Value
5457,10820,pyend7a72,79,40,0,1.4865,experiment_FR,8,54,2,1,31,23,8,0,"[4, 6, 7, 3, 7, 4]","[8, 6, 1, 2, 1, 5]",4,5,-1,1,72,FR_VB,1,Accuracy-Based Reward,Middle-Value
5458,10821,pyend7a72,80,40,0,0.7671,experiment_FR,5,61,2,1,33,28,5,0,"[4, 7, 5, 5, 6, 6]","[8, 4, 3, 2, 7, 4]",4,5,-1,1,73,FR_VB,1,Accuracy-Based Reward,High-Value
5459,10822,pyend7a72,81,40,1,1.0196,experiment_FR,18,46,2,1,32,14,18,1,"[8, 2, 4, 8, 3, 7]","[1, 3, 1, 4, 2, 3]",5,4,1,1,74,FR_VB,1,Accuracy-Based Reward,Low-Value
5460,10823,pyend7a72,82,40,1,1.502,experiment_FR,2,38,2,1,20,18,2,1,"[2, 2, 1, 1, 6, 8]","[2, 2, 3, 4, 6, 1]",4,5,-1,1,75,FR_VB,1,Accuracy-Based Reward,Low-Value
5461,10824,pyend7a72,83,40,1,0.9434,experiment_FR,4,54,2,1,29,25,4,1,"[5, 6, 3, 5, 4, 6]","[2, 2, 3, 7, 4, 7]",4,4,0,0,76,FR_VB,0,Accuracy-Based Reward,Middle-Value
5462,10825,pyend7a72,84,40,1,1.4252,experiment_FR,-1,59,2,1,29,30,1,0,"[6, 2, 3, 8, 8, 2]","[7, 5, 3, 6, 1, 8]",4,6,-2,2,77,FR_VB,2,Accuracy-Based Reward,Middle-Value
5463,10826,pyend7a72,85,40,0,0.6826,experiment_FR,-17,45,2,1,14,31,17,1,"[1, 1, 3, 1, 5, 3]","[5, 7, 1, 6, 6, 6]",3,4,-1,1,78,FR_VB,1,Accuracy-Based Reward,Low-Value
5464,10827,pyend7a72,86,40,1,0.9966,experiment_FR,-1,61,2,1,30,31,1,0,"[4, 8, 7, 3, 1, 7]","[6, 8, 4, 7, 4, 2]",5,5,0,0,79,FR_VB,0,Accuracy-Based Reward,High-Value
5465,10828,pyend7a72,87,40,1,0.5568,experiment_FR,13,63,2,1,38,25,13,1,"[7, 6, 8, 8, 6, 3]","[3, 7, 2, 7, 3, 3]",4,3,1,1,80,FR_VB,1,Accuracy-Based Reward,High-Value
5466,10829,pyend7a72,88,40,1,0.626,experiment_FR,8,50,2,1,29,21,8,1,"[3, 7, 8, 5, 5, 1]","[8, 1, 6, 3, 1, 2]",5,5,0,0,81,FR_VB,0,Accuracy-Based Reward,Middle-Value
5467,10830,pyend7a72,89,40,0,1.3305,experiment_FR,-8,50,2,1,21,29,8,1,"[2, 1, 2, 2, 6, 8]","[5, 4, 4, 3, 8, 5]",4,4,0,0,82,FR_VB,0,Accuracy-Based Reward,Middle-Value
5468,10831,pyend7a72,90,40,1,0.5516,experiment_FR,0,48,2,1,24,24,0,1,"[3, 3, 4, 2, 4, 8]","[4, 2, 8, 3, 6, 1]",4,6,-2,2,83,FR_VB,2,Accuracy-Based Reward,Low-Value
5469,10832,pyend7a72,91,40,0,0.8082,experiment_FR,-14,50,2,1,18,32,14,1,"[1, 5, 2, 4, 4, 2]","[6, 6, 8, 4, 7, 1]",4,5,-1,1,84,FR_VB,1,Accuracy-Based Reward,Middle-Value
5470,10833,pyend7a72,92,40,1,0.7497,experiment_FR,4,64,2,1,34,30,4,1,"[8, 7, 3, 8, 1, 7]","[1, 3, 5, 8, 5, 8]",4,4,0,0,85,FR_VB,0,Accuracy-Based Reward,High-Value
5471,10834,pyend7a72,93,40,0,1.0821,experiment_FR,3,53,2,1,28,25,3,0,"[8, 7, 2, 6, 3, 2]","[7, 1, 3, 6, 1, 7]",5,4,1,1,86,FR_VB,1,Accuracy-Based Reward,Middle-Value
5472,10835,pyend7a72,94,40,0,0.8902,experiment_FR,-10,52,2,1,21,31,10,1,"[1, 6, 1, 2, 7, 4]","[5, 4, 7, 5, 2, 8]",5,5,0,0,87,FR_VB,0,Accuracy-Based Reward,Middle-Value
5473,10836,pyend7a72,95,40,1,0.8172,experiment_FR,-1,73,2,1,36,37,1,0,"[2, 4, 8, 7, 7, 8]","[3, 6, 5, 8, 7, 8]",4,5,-1,1,88,FR_VB,1,Accuracy-Based Reward,High-Value
5474,10837,pyend7a72,96,40,0,1.2334,experiment_FR,-8,52,2,1,22,30,8,1,"[1, 1, 4, 6, 4, 6]","[8, 4, 3, 8, 4, 3]",3,3,0,0,89,FR_VB,0,Accuracy-Based Reward,Middle-Value
5475,10838,pyend7a72,97,40,0,0.9359,experiment_FR,-6,54,2,1,24,30,6,1,"[7, 2, 6, 5, 3, 1]","[4, 4, 8, 4, 6, 4]",6,3,3,3,90,FR_VB,3,Accuracy-Based Reward,Middle-Value
5476,10839,pyend7a72,98,40,0,1.0874,experiment_FR,-6,54,2,1,24,30,6,1,"[3, 7, 4, 2, 7, 1]","[7, 8, 7, 2, 5, 1]",5,5,0,0,91,FR_VB,0,Accuracy-Based Reward,Middle-Value
5477,10840,pyend7a72,99,40,0,0.995,experiment_FR,-4,56,2,1,26,30,4,1,"[2, 3, 4, 4, 7, 6]","[7, 4, 1, 7, 5, 6]",5,5,0,0,92,FR_VB,0,Accuracy-Based Reward,Middle-Value
5478,10841,pyend7a72,100,40,1,1.6157,experiment_FR,-4,66,2,1,31,35,4,0,"[8, 6, 1, 6, 2, 8]","[7, 3, 6, 8, 6, 5]",4,5,-1,1,93,FR_VB,1,Accuracy-Based Reward,High-Value
5479,10842,pyend7a72,101,40,0,1.1243,experiment_FR,4,60,2,1,32,28,4,0,"[6, 8, 2, 5, 6, 5]","[6, 8, 4, 3, 4, 3]",4,4,0,0,94,FR_VB,0,Accuracy-Based Reward,High-Value
5480,10843,pyend7a72,102,40,0,0.5644,experiment_FR,-10,54,2,1,22,32,10,1,"[7, 3, 2, 6, 3, 1]","[3, 8, 8, 6, 2, 5]",5,5,0,0,95,FR_VB,0,Accuracy-Based Reward,Middle-Value
5481,10844,pyend7a72,103,40,0,0.5553,experiment_FR,-11,57,2,1,23,34,11,1,"[3, 3, 3, 6, 5, 3]","[4, 8, 4, 6, 8, 4]",3,3,0,0,96,FR_VB,0,Accuracy-Based Reward,Middle-Value
5482,10845,pyend7a72,104,40,0,1.4463,experiment_FR,0,54,2,1,27,27,0,0,"[7, 8, 3, 2, 4, 3]","[1, 3, 4, 4, 8, 7]",5,5,0,0,97,FR_VB,0,Accuracy-Based Reward,Middle-Value
5483,10846,pyend7a72,106,40,0,1.0698,experiment_FR,3,47,2,1,25,22,3,0,"[8, 5, 1, 3, 6, 2]","[4, 3, 6, 5, 2, 2]",6,5,1,1,98,FR_VB,1,Accuracy-Based Reward,Low-Value
5484,10847,pyend7a72,107,40,0,1.3407,experiment_FR,-13,43,2,1,15,28,13,1,"[1, 1, 5, 3, 3, 2]","[3, 6, 3, 4, 4, 8]",4,4,0,0,99,FR_VB,0,Accuracy-Based Reward,Low-Value
5485,10848,pyend7a72,108,40,0,1.3957,experiment_FR,-1,37,2,1,18,19,1,1,"[2, 1, 1, 6, 1, 7]","[2, 1, 1, 4, 4, 7]",4,4,0,0,100,FR_VB,0,Accuracy-Based Reward,Low-Value
5486,10849,pyend7a72,109,40,1,1.034,experiment_FR,-4,52,2,1,24,28,4,0,"[8, 5, 4, 1, 1, 5]","[1, 4, 3, 6, 6, 8]",4,5,-1,1,101,FR_VB,1,Accuracy-Based Reward,Middle-Value
5487,10850,pyend7a72,110,40,1,0.7427,experiment_FR,4,64,2,1,34,30,4,1,"[7, 7, 8, 5, 3, 4]","[5, 5, 4, 1, 8, 7]",5,5,0,0,102,FR_VB,0,Accuracy-Based Reward,High-Value
5488,10851,pyend7a72,111,40,1,1.8771,experiment_FR,-3,61,2,1,29,32,3,0,"[1, 3, 2, 8, 7, 8]","[2, 7, 5, 7, 7, 4]",5,4,1,1,103,FR_VB,1,Accuracy-Based Reward,High-Value
5489,10852,pyend7a72,112,40,0,0.8286,experiment_FR,-18,38,2,1,10,28,18,1,"[1, 1, 3, 1, 3, 1]","[8, 7, 5, 6, 1, 1]",2,5,-3,3,104,FR_VB,3,Accuracy-Based Reward,Low-Value
5490,10853,pyend7a72,113,40,0,0.9887,experiment_FR,-5,43,2,1,19,24,5,1,"[6, 1, 1, 6, 2, 3]","[6, 3, 3, 5, 2, 5]",4,4,0,0,105,FR_VB,0,Accuracy-Based Reward,Low-Value
5491,10854,pyend7a72,114,40,0,0.9777,experiment_FR,-2,40,2,1,19,21,2,1,"[1, 4, 2, 6, 3, 3]","[7, 3, 4, 4, 2, 1]",5,5,0,0,106,FR_VB,0,Accuracy-Based Reward,Low-Value
5492,10855,pyend7a72,115,40,0,1.1211,experiment_FR,-6,60,2,1,27,33,6,1,"[5, 2, 5, 2, 7, 6]","[5, 6, 4, 8, 2, 8]",4,5,-1,1,107,FR_VB,1,Accuracy-Based Reward,High-Value
5493,10856,pyend7a72,116,40,1,0.8611,experiment_FR,6,46,2,1,26,20,6,1,"[8, 1, 6, 6, 1, 4]","[3, 3, 1, 6, 1, 6]",4,3,1,1,108,FR_VB,1,Accuracy-Based Reward,Low-Value
5494,10857,pyend7a72,117,40,0,0.5705,experiment_FR,-7,49,2,1,21,28,7,1,"[8, 1, 3, 3, 2, 4]","[1, 4, 2, 5, 8, 8]",5,5,0,0,109,FR_VB,0,Accuracy-Based Reward,Middle-Value
5495,10858,pyend7a72,118,40,1,1.1145,experiment_FR,-4,50,2,1,23,27,4,0,"[1, 4, 8, 5, 4, 1]","[4, 6, 7, 3, 2, 5]",4,6,-2,2,110,FR_VB,2,Accuracy-Based Reward,Middle-Value
5496,10859,pyend7a72,119,40,0,0.9029,experiment_FR,-3,57,2,1,27,30,3,1,"[4, 2, 4, 7, 8, 2]","[1, 5, 7, 8, 5, 4]",4,5,-1,1,111,FR_VB,1,Accuracy-Based Reward,Middle-Value
5497,10860,pyend7a72,120,40,1,1.2312,experiment_FR,0,52,2,1,26,26,0,1,"[4, 1, 5, 8, 6, 2]","[2, 2, 8, 5, 5, 4]",6,4,2,2,112,FR_VB,2,Accuracy-Based Reward,Middle-Value
5498,10861,pyend7a72,121,40,0,1.4146,experiment_FR,-5,63,2,1,29,34,5,1,"[4, 6, 1, 5, 6, 7]","[7, 6, 4, 8, 6, 3]",5,5,0,0,113,FR_VB,0,Accuracy-Based Reward,High-Value
5499,10862,pyend7a72,122,40,1,1.2237,experiment_FR,10,48,2,1,29,19,10,1,"[6, 5, 6, 3, 7, 2]","[1, 2, 5, 5, 2, 4]",5,4,1,1,114,FR_VB,1,Accuracy-Based Reward,Low-Value
5500,10863,pyend7a72,123,40,1,1.8206,experiment_FR,5,53,2,1,29,24,5,1,"[2, 4, 5, 8, 7, 3]","[7, 3, 2, 4, 5, 3]",6,5,1,1,115,FR_VB,1,Accuracy-Based Reward,Middle-Value
5501,10864,pyend7a72,124,40,1,0.7263,experiment_FR,13,59,2,1,36,23,13,1,"[8, 8, 7, 2, 4, 7]","[4, 5, 7, 2, 3, 2]",4,5,-1,1,116,FR_VB,1,Accuracy-Based Reward,Middle-Value
5502,10865,pyend7a72,125,40,0,1.0894,experiment_FR,-9,43,2,1,17,26,9,1,"[1, 1, 2, 3, 3, 7]","[4, 8, 1, 1, 6, 6]",4,4,0,0,117,FR_VB,0,Accuracy-Based Reward,Low-Value
5503,10866,pyend7a72,126,40,0,0.9136,experiment_FR,-7,37,2,1,15,22,7,1,"[2, 3, 1, 3, 1, 5]","[7, 3, 3, 6, 2, 1]",4,5,-1,1,118,FR_VB,1,Accuracy-Based Reward,Low-Value
5504,10867,pyend7a72,127,40,0,0.9261,experiment_FR,-5,59,2,1,27,32,5,1,"[6, 2, 5, 8, 1, 5]","[4, 8, 2, 7, 8, 3]",5,5,0,0,119,FR_VB,0,Accuracy-Based Reward,Middle-Value
5505,10868,pyend7a72,128,40,1,0.8605,experiment_FR,9,53,2,1,31,22,9,1,"[5, 8, 7, 5, 4, 2]","[4, 3, 3, 2, 3, 7]",5,4,1,1,120,FR_VB,1,Accuracy-Based Reward,Middle-Value
5506,10869,pyend7a72,129,40,0,0.9577,experiment_FR,-12,60,2,1,24,36,12,1,"[1, 1, 8, 8, 3, 3]","[8, 3, 5, 7, 5, 8]",3,4,-1,1,121,FR_VB,1,Accuracy-Based Reward,High-Value
5507,10870,pyend7a72,130,40,0,1.151,experiment_FR,8,50,2,1,29,21,8,0,"[6, 5, 8, 4, 5, 1]","[3, 7, 1, 3, 3, 4]",5,4,1,1,122,FR_VB,1,Accuracy-Based Reward,Middle-Value
5508,10871,pyend7a72,131,40,0,0.8177,experiment_FR,-3,61,2,1,29,32,3,1,"[1, 8, 7, 8, 3, 2]","[1, 5, 6, 8, 8, 4]",5,5,0,0,123,FR_VB,0,Accuracy-Based Reward,High-Value
5509,10872,pyend7a72,132,40,1,1.135,experiment_FR,5,55,2,1,30,25,5,1,"[6, 1, 7, 7, 7, 2]","[2, 5, 1, 6, 7, 4]",4,6,-2,2,124,FR_VB,2,Accuracy-Based Reward,Middle-Value
5510,10873,pyend7a72,133,40,1,0.935,experiment_FR,6,56,2,1,31,25,6,1,"[5, 5, 1, 4, 8, 8]","[8, 7, 1, 4, 1, 4]",4,4,0,0,125,FR_VB,0,Accuracy-Based Reward,Middle-Value
5511,10874,pyend7a72,134,40,1,0.7519,experiment_FR,13,57,2,1,35,22,13,1,"[8, 3, 2, 8, 6, 8]","[1, 1, 7, 5, 7, 1]",4,3,1,1,126,FR_VB,1,Accuracy-Based Reward,Middle-Value
5512,10875,pyend7a72,135,40,1,0.6499,experiment_FR,0,64,2,1,32,32,0,0,"[7, 8, 8, 1, 7, 1]","[8, 3, 6, 2, 8, 5]",3,5,-2,2,127,FR_VB,2,Accuracy-Based Reward,High-Value
5513,10876,pyend7a72,136,40,0,1.6469,experiment_FR,-6,58,2,1,26,32,6,1,"[7, 8, 1, 5, 2, 3]","[6, 5, 4, 7, 3, 7]",6,5,1,1,128,FR_VB,1,Accuracy-Based Reward,Middle-Value
5514,10877,pyend7a72,137,40,0,1.1127,experiment_FR,-4,48,2,1,22,26,4,1,"[8, 1, 5, 1, 6, 1]","[4, 5, 4, 2, 5, 6]",4,4,0,0,129,FR_VB,0,Accuracy-Based Reward,Low-Value
5515,10878,pyend7a72,139,40,1,1.2795,experiment_FR,6,54,2,1,30,24,6,1,"[3, 1, 7, 7, 5, 7]","[2, 6, 5, 7, 1, 3]",4,6,-2,2,130,FR_VB,2,Accuracy-Based Reward,Middle-Value
5516,10879,pyend7a72,140,40,1,1.9483,experiment_FR,6,44,2,1,25,19,6,1,"[1, 1, 7, 8, 5, 3]","[2, 4, 2, 1, 2, 8]",5,4,1,1,131,FR_VB,1,Accuracy-Based Reward,Low-Value
5517,10880,pyend7a72,142,40,0,1.7882,experiment_FR,-4,56,2,1,26,30,4,1,"[7, 3, 3, 2, 5, 6]","[5, 7, 1, 8, 6, 3]",5,6,-1,1,132,FR_VB,1,Accuracy-Based Reward,Middle-Value
5518,10881,pyend7a72,143,40,1,1.673,experiment_FR,2,64,2,1,33,31,2,1,"[5, 4, 7, 3, 6, 8]","[4, 8, 4, 6, 8, 1]",6,4,2,2,133,FR_VB,2,Accuracy-Based Reward,High-Value
